Document Title,Main Section,Parent item,Page Numbers,Type Main,Filing Status,Relevant Dates,Google Drive File,Priority,Notes,Document Link,Sub-item,Detail Type,Related Evidence,Related Form,Tags,Type Combined,crea,Last edited time
003_EVID-SUPPORTING EVIDENCE FOLDER,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Employment Verification Letters,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Awards and Recognitions,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
003_EVID-HARD-HARDSHIP EVIDENCE,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Joint Financial Records,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Photos Together,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Affidavits from Friends/Family,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Other Support Letters,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Support Letters,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Communication Logs,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
20240314_JRC334-SupportLetter_SummersFamily.pdf,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Psychological Evaluations,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
Medical Records (if applicable),,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
"Financial Evidence (e.g., pay stubs, tax returns)",,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
002_FORM_I-601/I-601A I-601: Application for Waiver of Grounds of Inadmissibility,,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
001_PERS-ID001.02-BIRTH CERTIFICATE(S),,,,,Not Started,,,,,,,,,,,--,"December 12, 2024 2:59 PM","June 22, 2025 5:47 AM"
.I601_Copy of searchwarrantpage2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:24 AM","June 22, 2025 5:47 AM"
".I601_ARTICLES_2012-Most murderous city_ San Pedro Sula, Honduras - NY Daily News.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2016-US Counterinsurgency Policing Tactics Ravage Honduras _ Opinion _ teleSUR En.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Copy of Anytime Fitness Contract.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_Copy of searchwarrantpage1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
".I601_ARTICLES_2015-San Pedro Sula, Honduras_ Nearly a War Zone - Latin America Working Group.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
".I601_ARTICLES_2016-Are aid agencies ready to deal with war, terrorism and crime..pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
".I601_ARTICLES_2016-Ferguson Is Not Among The Most Dangerous Places In The World, Donald Trump.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2013-Horrific collection of photos show grim reality of life.PDF,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_Grandmother_s Death Certificate.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2015-Honduras Landscape Analsyis 2016.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2013-San Pedro Sula Is The Most Violent City On Earth [PHOTOS] - Business Insider.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2015-Honduras-en-2015.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:23 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2015-Teen reveals what it_s like to live in San Pedro Sula in Honduras.PDF,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2015-Honduras Travel Warning.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Planet Fitness Contract Cody Rice Velasquez.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Statement - Blueprint Credit Card 3.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_Uncles Obituary - Tony Hurst.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Planet Fitness Contract Joel Rice Velasquez.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_Lisa English Summary and Docket.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Statement - Blueprint Credit Card 2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2016-Honduras Transport Companies Complicit in Extortion Schemes.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_Robert Rice Summary and Docket.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Statement-Blueprint Credit Card.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_Renna Rice Summary and Dockets 3.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_Renna Rice Summary and Dockets 1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_Cody Affidavit.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_Renna Rice Summary and Dockets 2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_Joel Affidavit.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2014-Honduran LGBT advocate fighting to stay alive.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:22 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2016-Appraising Violence in Honduras_ How Much is _Gang-Related__.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2015-Honduran advocates organize LGBT rights conference.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_Holmes and Rahe stress scale (Adults) - Results Page.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2013-the-state-of-the-lgbt-movement-in-honduras.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2016-Honduras fires top police officials to purge criminal links _ Reuters.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_centra visa 1-27-16.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_Holmes and Rahe stress scale (Adults) - Results Page Joel Stays.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Ally_December_2015.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Ally_January_2016.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Ally_February_2016.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Copy of Light Bill Feb_1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
".I601_ARTICLES_2016-Stay Away From Honduras, Warns US Government - Money International.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_ADT Bill 1-4-16.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:21 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_ADT Bill 12-4-15.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:20 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_ADT Bill 2-4-16.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:20 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_Care Credit Debt.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:20 AM","June 22, 2025 5:47 AM"
.I601_BILLS_DEBT_7818 Island Clud Dr. Lease.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:20 AM","June 22, 2025 5:47 AM"
.I601_ARTICLES_2016-World_s Most Dangerous Cities_ Caracas Tops List_ Plus Other Latin American .pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:20 AM","June 22, 2025 5:47 AM"
.I601_Copy of prostitutionarrestarticle.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:20 AM","June 22, 2025 5:47 AM"
.I601_Grandmother 2 Funeral Service.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:20 AM","June 22, 2025 5:47 AM"
I601_Copy of searchwarrantpage1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
"I601_ARTICLES_2012-Most murderous city_ San Pedro Sula, Honduras - NY Daily News.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Copy of Anytime Fitness Contract.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
"I601_ARTICLES_2015-San Pedro Sula, Honduras_ Nearly a War Zone - Latin America Working Group.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
I601_Grandmother_s Death Certificate.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
"I601_ARTICLES_2016-Ferguson Is Not Among The Most Dangerous Places In The World, Donald Trump.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
"I601_ARTICLES_2016-Are aid agencies ready to deal with war, terrorism and crime..pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2015-Honduras Landscape Analsyis 2016.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2015-Teen reveals what it_s like to live in San Pedro Sula in Honduras.PDF,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:15 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2015-Honduras-en-2015.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2013-San Pedro Sula Is The Most Violent City On Earth [PHOTOS] - Business Insider.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_Cody_s Personal Letter of Hardship Outline.docx,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Planet Fitness Contract Joel Rice Velasquez.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_Uncles Obituary - Tony Hurst.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Statement - Blueprint Credit Card 3.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2015-Honduras Travel Warning.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_Lisa English Summary and Docket.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Planet Fitness Contract Cody Rice Velasquez.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:14 AM","June 22, 2025 5:47 AM"
I601_A~3.PDF,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:13 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2013-Honduras has the world.docx,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
"I601_ARTICLES_2012-Most murderous city_ San Pedro Sula, Honduras - NY Daily News.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Nelnet School Loan Debt.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2011-Report_ Americas and Caribbean top global murder rates - CNN.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_I601_BILLS CODY_JOEL.xlsx,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Johnson County Light Bill 1-21-2016.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_eRenterPlan Confirmation.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_CreditCardStatement Barclay 2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_CreditCardStatement Barclay 3.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Copy of Anytime Fitness Contract.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_CreditCardStatement Barclay 1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Copy of Light Bill Feb_1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_centra visa 1-27-16.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:09 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_ATT_121934184_20151213.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:08 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Care Credit Debt.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:08 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_ATT_121934184_20160113.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:08 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2013-Honduras has the world.docx,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:07 AM","June 22, 2025 5:47 AM"
"I601_ARTICLES_2012-Most murderous city_ San Pedro Sula, Honduras - NY Daily News.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Nelnet School Loan Debt.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_ARTICLES_2011-Report_ Americas and Caribbean top global murder rates - CNN.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_I601_BILLS CODY_JOEL.xlsx,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Johnson County Light Bill 1-21-2016.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_eRenterPlan Confirmation.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_CreditCardStatement Barclay 2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_CreditCardStatement Barclay 3.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Copy of Anytime Fitness Contract.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_CreditCardStatement Barclay 1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Copy of Light Bill Feb_1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_centra visa 1-27-16.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_ATT_121934184_20151213.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:06 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_Care Credit Debt.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:05 AM","June 22, 2025 5:47 AM"
I601_BILLS_DEBT_ATT_121934184_20160113.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:05 AM","June 22, 2025 5:47 AM"
+16157758798(1).pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:00 AM","June 22, 2025 5:47 AM"
+13179147882.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 10:00 AM","June 22, 2025 5:47 AM"
I130_You and Enhan Rice-Velasquez (Facebook Timeline).pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:59 AM","June 22, 2025 5:47 AM"
I130_text messages.rtf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:59 AM","June 22, 2025 5:47 AM"
I130_USPS receipt - I130 filing.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:59 AM","June 22, 2025 5:47 AM"
I130_Surety Bond Joel Velasquez.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:59 AM","June 22, 2025 5:47 AM"
I130_SSA RECEIPT NAME CHANGE CODY.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:59 AM","June 22, 2025 5:47 AM"
I130_Petition for Alien Relative Receipt.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:59 AM","June 22, 2025 5:47 AM"
I130_Passport - Joel.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:59 AM","June 22, 2025 5:47 AM"
I130_Marriage License.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:58 AM","June 22, 2025 5:47 AM"
I130_Letter - Elias Serrano.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:58 AM","June 22, 2025 5:47 AM"
I130_letters.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:58 AM","June 22, 2025 5:47 AM"
I130_Joint Chase Account.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:58 AM","June 22, 2025 5:47 AM"
I130_i-130.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:58 AM","June 22, 2025 5:47 AM"
I130_bond release card.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:58 AM","June 22, 2025 5:47 AM"
I130_I-130 Interview.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:58 AM","June 22, 2025 5:47 AM"
I130_SSA RECEIPT NAME CHANGE CODY.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_Petition for Alien Relative Receipt.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_Passport - Joel.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_Marriage License.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_Letter - Elias Serrano.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_letters.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_Joint Chase Account.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_i-130.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_bond release card.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
I130_I-130 Interview.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:56 AM","June 22, 2025 5:47 AM"
g-325a-Joel.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:55 AM","June 22, 2025 5:47 AM"
g-325a-Cody.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:55 AM","June 22, 2025 5:47 AM"
G28_old g-28-uscis-Cody.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:54 AM","June 22, 2025 5:47 AM"
G28_old g-28-uscis.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:54 AM","June 22, 2025 5:47 AM"
G28 - signed-removal order.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:54 AM","June 22, 2025 5:47 AM"
G28_g-28-Cody.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:54 AM","June 22, 2025 5:47 AM"
G28_g-28-new.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:54 AM","June 22, 2025 5:47 AM"
signed G28-new-Cody.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:54 AM","June 22, 2025 5:47 AM"
G28 - signed - everything else.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:54 AM","June 22, 2025 5:47 AM"
G28-signed-Cody.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:54 AM","June 22, 2025 5:47 AM"
signed-EOIR28-Joel.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:53 AM","June 22, 2025 5:47 AM"
eoir27.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:53 AM","June 22, 2025 5:47 AM"
EOIR27-BIA-new.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:53 AM","June 22, 2025 5:47 AM"
eoir28.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:53 AM","June 22, 2025 5:47 AM"
eoir33bia.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:53 AM","June 22, 2025 5:47 AM"
2.DS-260_DS-260.docx,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:52 AM","June 22, 2025 5:47 AM"
2.DS-260_20210828152245010-NVC-ResponseWDocuments.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:52 AM","June 22, 2025 5:47 AM"
2.DS-260_DS260 CONFIRMATION.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:52 AM","June 22, 2025 5:47 AM"
2.DS-260_20211006-TGG_2016751014_Response.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_20210626_NVC_Response.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_20210919_Visa_DocumentRequestSubmission.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
DS260-COMPLETED.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_USCIS Letter Of Submission to Visa Center.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_VISA_DS-260.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_WhatsApp Image 2021-09-08 at 8.24.01 PM.jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_WhatsApp Image 2021-09-08 at 8.24.00 PM.jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_WhatsApp Image 2021-06-02 at 6.53.23 PM.jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_WhatsApp Image 2021-06-02 at 6.53.22 PM.jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_WhatsApp Image 2021-06-02 at 5.41.33 PM.jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
